"municipio.x";"cod_ibge";"uf";"total_doses";"total_dose_1";"total_dose_2";"populacao";"cobertura_vacinal_dose_1";"cobertura_vacinal_dose_2"
"Sucupira Do Norte";211190;"MA";3691;2625;986;10634;24,7;9,3
"Pedrão";292410;"BA";3496;2761;686;7394;37,3;9,3
"Periquito";314995;"MG";3364;2725;633;6773;40,2;9,3
"Madeiro";220585;"PI";3275;2439;776;8342;29,2;9,3
"Campo Grande";270150;"AL";3177;2286;885;9567;23,9;9,3
"São José Da Barra";316294;"MG";3047;2349;698;7480;31,4;9,3
"Laranjal";411325;"PR";2955;2307;539;5784;39,9;9,3
"Ribamar Fiquene";210955;"MA";2863;2071;727;7825;26,5;9,3
"Manoel Emídio";220590;"PI";2232;1701;500;5351;31,8;9,3
"Senador Georgino Avelino";241320;"RN";1807;1343;419;4484;30;9,3
"Senador Sá";231280;"CE";1735;1020;715;7691;13,3;9,3
"Suzano";355250;"SP";143860;112653;27521;300559;37,5;9,2
"Santana";160060;"AP";52416;39531;11360;123096;32,1;9,2
"Caçador";420300;"SC";36971;27086;7306;79313;34,2;9,2
"Goiana";260620;"PE";34396;26757;7371;80055;33,4;9,2
"Bertioga";350635;"SP";32063;24867;5981;64723;38,4;9,2
"Rio Das Pedras";354400;"SP";17692;13798;3273;35738;38,6;9,2
"Barras";220120;"PI";17616;12752;4358;47185;27;9,2
"Ibaté";351930;"SP";17236;13491;3255;35472;38;9,2
"Aliança";260070;"PE";16948;13269;3544;38397;34,6;9,2
"Santa Bárbara";315720;"MG";14788;11102;2914;31604;35,1;9,2
"Tanguá";330575;"RJ";14525;11129;3167;34610;32,2;9,2
"São José Da Tapera";270840;"AL";12212;8998;2972;32405;27,8;9,2
"Acreúna";520013;"GO";10249;8178;2071;22546;36,3;9,2
"Francisco Sá";312670;"MG";10209;7670;2425;26369;29,1;9,2
"Baturité";230210;"CE";8963;5638;3324;35941;15,7;9,2
"Plácido De Castro";120038;"AC";8041;6187;1839;19955;31;9,2
"Tabuleiro Do Norte";231310;"CE";7961;5123;2838;30807;16,6;9,2
"Barão De Grajaú";210150;"MA";7279;5365;1745;18924;28,4;9,2
"Pastos Bons";210800;"MA";7102;5177;1804;19583;26,4;9,2
"Rio Azul";412200;"PR";7013;5408;1417;15336;35,3;9,2
"Casinhas";260415;"PE";6487;5156;1326;14368;35,9;9,2
"Curionópolis";150277;"PA";6444;4810;1634;17846;27;9,2
"Imbaú";411007;"PR";6397;4618;1216;13282;34,8;9,2
"São Caetano De Odivelas";150710;"PA";5995;4332;1663;18129;23,9;9,2
"Bom Jesus Do Tocantins";150157;"PA";4934;3357;1577;17118;19,6;9,2
"Lençóis";291930;"BA";4905;3739;1061;11499;32,5;9,2
"Fonte Boa";130160;"AM";4753;3183;1569;17005;18,7;9,2
"Riachuelo";280590;"SE";4716;3669;947;10284;35,7;9,2
"Bela Vista De Minas";310600;"MG";3875;2935;940;10262;28,6;9,2
"Tiradentes";316880;"MG";3693;2909;739;8072;36;9,2
"Carneiros";270180;"AL";3487;2640;847;9159;28,8;9,2
"Caroebe";140023;"RR";3249;2289;960;10383;22;9,2
"Miraíma";230837;"CE";3158;1886;1272;13894;13,6;9,2
"Vila Propício";522230;"GO";2942;2317;543;5882;39,4;9,2
"Pratânia";354105;"SP";2667;1983;491;5317;37,3;9,2
"Lajeado Novo";210598;"MA";2656;1886;702;7602;24,8;9,2
"Cristália";312030;"MG";2504;1930;550;5982;32,3;9,2
"Itumirim";313430;"MG";2501;1931;550;6000;32,2;9,2
"Jati";230720;"CE";2212;1467;745;8130;18;9,2
"Cachoeirinha";170382;"TO";901;666;210;2284;29,2;9,2
"São Gonçalo";330490;"RJ";428690;319461;99197;1091737;29,3;9,1
"Diadema";351380;"SP";218502;171709;38751;426757;40,2;9,1
"Rio Largo";270770;"AL";39625;32207;6853;75394;42,7;9,1
"Monte Mor";353180;"SP";31025;24411;5558;60754;40,2;9,1
"Quixeramobim";231140;"CE";19592;12188;7404;81778;14,9;9,1
"Altos";220040;"PI";17536;13644;3687;40605;33,6;9,1
"São Francisco Do Conde";292920;"BA";16921;11892;3654;40245;29,5;9,1
"Floresta";260570;"PE";14616;11397;3009;33184;34,3;9,1
"São Bento";251390;"PB";14186;10669;3120;34344;31,1;9,1
"Peixoto De Azevedo";510642;"MT";14111;10477;3210;35338;29,6;9,1
"Amarante Do Maranhão";210060;"MA";14088;10248;3796;41729;24,6;9,1
"Bonito";290405;"BA";10610;9067;1538;16884;53,7;9,1
"Engenheiro Coelho";351515;"SP";10548;7609;1930;21249;35,8;9,1
"Diamantino";510350;"MT";10536;8225;2012;22176;37,1;9,1
"São José Da Laje";270830;"AL";9746;7368;2188;23996;30,7;9,1
"São Simão";522040;"GO";9471;7486;1914;20985;35,7;9,1
"Salgado";280620;"SE";8954;6975;1827;20025;34,8;9,1
"Wenceslau Guimarães";293350;"BA";8419;6479;1906;20978;30,9;9,1
"Paraibano";210770;"MA";8146;6015;1948;21479;28;9,1
"Laje";291880;"BA";8087;5903;2184;24032;24,6;9,1
"Alto Araguaia";510030;"MT";7824;6052;1772;19379;31,2;9,1
"Prado";292550;"BA";7294;4726;2568;28194;16,8;9,1
"Fervedouro";312595;"MG";5503;4380;1004;11054;39,6;9,1
"Vitória Do Jari";160080;"AP";5158;3687;1471;16254;22,7;9,1
"Barreira";230195;"CE";5038;2977;2061;22573;13,2;9,1
"Jaqueira";260795;"PE";4983;3821;1055;11644;32,8;9,1
"Uruoca";231390;"CE";4549;3216;1266;13915;23,1;9,1
"Mariluz";411510;"PR";4240;3245;945;10336;31,4;9,1
"Cristalândia Do Piauí";220300;"PI";4105;3293;757;8323;39,6;9,1
"Fernando Falcão";210408;"MA";3624;2656;954;10460;25,4;9,1
"Orizânia";314587;"MG";3279;2521;738;8079;31,2;9,1
"Redenção Do Gurguéia";220870;"PI";3239;2387;798;8796;27,1;9,1
"São João Do Arraial";220997;"PI";2660;1927;733;8038;24;9,1
"Araguanã";170215;"TO";2200;1577;528;5793;27,2;9,1
"Vargem Grande Do Rio Pardo";317065;"MG";2160;1701;459;5026;33,8;9,1
"Riachão Do Poço";251276;"PB";1751;1285;414;4540;28,3;9,1
"Buritinópolis";520396;"GO";1634;1336;298;3283;40,7;9,1
"Onça De Pitangui";314580;"MG";1383;1055;287;3152;33,5;9,1
"Santa Cruz Do Xingu";510774;"MT";1241;977;239;2633;37,1;9,1
"Porto Velho";110020;"RO";239629;188199;48286;539354;34,9;9
"Mogi Das Cruzes";353060;"SP";202188;155158;40526;450785;34,4;9
"Guarapuava";410940;"PR";85480;67664;16522;182644;37;9
"Timon";211220;"MA";77204;60732;15310;170222;35,7;9
"Mairiporã";352850;"SP";49268;38152;9188;101937;37,4;9
"Campo Limpo Paulista";350960;"SP";40127;30826;7723;85541;36;9
"Itacoatiara";130190;"AM";38822;29561;9261;102701;28,8;9
"Candeias";290650;"BA";37764;26465;7874;87458;30,3;9
"Indaial";420750;"SC";30990;24486;6378;70900;34,5;9
"Zé Doca";211400;"MA";25993;21264;4691;51956;40,9;9
"Ribeirão";261180;"PE";18227;13823;4268;47616;29;9
"Currais Novos";240310;"RN";17867;12941;4059;44905;28,8;9
"Simão Dias";280710;"SE";15089;11423;3666;40606;28,1;9
"Barão De Cocais";310540;"MG";12601;9559;2974;32866;29,1;9
"Granja";230470;"CE";12447;7520;4927;54962;13,7;9
"Monção";210690;"MA";12143;9125;3018;33664;27,1;9
"Feijó";120030;"AC";11438;8281;3147;34884;23,7;9
"Lagoa De Itaenga";260850;"PE";9997;8076;1921;21460;37,6;9
"Tamandaré";261485;"PE";9096;6940;2136;23623;29,4;9
"Garuva";420580;"SC";8521;6466;1655;18484;35;9
"Santa Cecília";421550;"SC";8057;6002;1515;16918;35,5;9
"Canto Do Buriti";220230;"PI";7913;5967;1913;21258;28,1;9
"Lajinha";313770;"MG";7532;5586;1785;19918;28;9
"Xambioá";172210;"TO";5309;4271;1038;11520;37,1;9
"Virginópolis";317180;"MG";4222;3281;941;10484;31,3;9
"Cezarina";520545;"GO";3923;3119;780;8703;35,8;9
"Reserva Do Iguaçu";412175;"PR";3918;3165;729;8069;39,2;9
"Cacimbas";250355;"PB";3223;2547;651;7199;35,4;9
"Santo Antônio De Goiás";521973;"GO";3057;2476;581;6440;38,4;9
"Bela Vista Do Toldo";420213;"SC";2918;2247;571;6362;35,3;9
"Porto De Pedras";270740;"AL";2796;1978;693;7701;25,7;9
"Irajuba";291420;"BA";2785;2106;653;7279;28,9;9
"Capim";250403;"PB";2321;1682;593;6620;25,4;9
"Caldeirão Grande Do Piauí";220209;"PI";2312;1742;520;5781;30,1;9
"Santarém Novo";150690;"PA";2077;1471;606;6753;21,8;9
"Bom Sucesso De Itararé";350715;"SP";1869;1365;357;3984;34,3;9
"Patis";314795;"MG";1649;1110;539;6002;18,5;9
"Nova Santa Helena";510619;"MT";1383;1011;337;3737;27,1;9
"Aparecida De Goiânia";520140;"GO";240508;181483;52743;590146;30,8;8,9
"Ananindeua";150080;"PA";186200;138319;47881;535547;25,8;8,9
"Sarandi";412625;"PR";45992;36482;8715;97803;37,3;8,9
"Vilhena";110030;"RO";42410;31408;9110;102211;30,7;8,9
"Parintins";130340;"AM";38321;28005;10215;115363;24,3;8,9
"Cidade Ocidental";520549;"GO";31533;24383;6472;72890;33,5;8,9
"Iranduba";130185;"AM";28193;23835;4347;49011;48,6;8,9
"Paraíso Do Tocantins";171610;"TO";27245;22650;4595;51891;43,6;8,9
"Santa Rita Do Sapucaí";315960;"MG";16595;12557;3911;43753;28,7;8,9
"Pinhão";411930;"PR";15223;11797;2898;32559;36,2;8,9
"Canguaretama";240220;"RN";14335;10896;3086;34548;31,5;8,9
"Itambé";260765;"PE";13833;10574;3259;36471;29;8,9
"Maraú";292070;"BA";10634;8804;1830;20617;42,7;8,9
"Novo Cruzeiro";314530;"MG";10495;7616;2785;31335;24,3;8,9
"São José Do Rio Claro";510730;"MT";9968;7936;1868;21011;37,8;8,9
"Missão Velha";230840;"CE";8794;5638;3156;35480;15,9;8,9
"São Felipe";292910;"BA";8392;6526;1866;21080;31;8,9
"Comodoro";510330;"MT";7930;5915;1872;21008;28,2;8,9
"Boa Vista Do Tupim";290380;"BA";7312;5616;1651;18531;30,3;8,9
"Ipaba";313115;"MG";6466;4791;1675;18769;25,5;8,9
"Pirapemas";210880;"MA";6418;4610;1665;18720;24,6;8,9
"Lago Verde";210590;"MA";6360;4826;1460;16314;29,6;8,9
"Capela";270170;"AL";6239;4720;1519;16979;27,8;8,9
"Tururu";231355;"CE";5841;4367;1470;16431;26,6;8,9
"Paraúna";521640;"GO";5632;4583;977;10980;41,7;8,9
"Lontras";420990;"SC";5138;3968;1090;12315;32,2;8,9
"Nova Campina";353282;"SP";4845;3552;874;9860;36;8,9
"Catarina";230360;"CE";4683;2825;1858;20871;13,5;8,9
"Rio Acima";315480;"MG";4530;3527;924;10420;33,8;8,9
"Maraial";260920;"PE";4435;3434;1001;11220;30,6;8,9
"Guamiranga";410895;"PR";4260;3214;780;8811;36,5;8,9
"Apiacás";510080;"MT";4196;3166;918;10283;30,8;8,9
"Cabeceiras";520400;"GO";3568;2814;718;8046;35;8,9
"Astolfo Dutra";310460;"MG";3324;2043;1276;14270;14,3;8,9
"Barra De São Miguel";270060;"AL";3262;2450;748;8378;29,2;8,9
"Penaforte";231060;"CE";3066;2182;817;9143;23,9;8,9
"Itanhangá";510454;"MT";2749;1997;612;6885;29;8,9
"Graça Aranha";210470;"MA";2471;1852;558;6261;29,6;8,9
"Luislândia";313868;"MG";2000;1384;597;6718;20,6;8,9
"Pindorama Do Tocantins";171700;"TO";1825;1428;396;4430;32,2;8,9
"Sumaré";355240;"SP";129209;98848;25172;286211;34,5;8,8
"Cabo De Santo Agostinho";260290;"PE";96955;78084;18457;208944;37,4;8,8
"Sete Lagoas";316720;"MG";76959;55620;21339;241835;23;8,8
"Pinhais";411915;"PR";66482;52923;11709;133490;39,6;8,8
"Cáceres";510250;"MT";38955;30588;8347;94861;32,2;8,8
"Vargem Grande Paulista";355645;"SP";21082;16351;4726;53468;30,6;8,8
"Guariba";351860;"SP";19180;14433;3582;40487;35,6;8,8
"Lago Da Pedra";210570;"MA";17209;12481;4473;50616;24,7;8,8
"Várzea Da Palma";317080;"MG";16506;13001;3500;39803;32,7;8,8
"São José De Mipibu";241220;"RN";14985;10975;3907;44236;24,8;8,8
"Girau Do Ponciano";270290;"AL";14779;11145;3634;41237;27;8,8
"Bodocó";260200;"PE";14535;11045;3370;38378;28,8;8,8
"São Gonçalo Dos Campos";292930;"BA";14174;10534;3345;37942;27,8;8,8
"Miguel Alves";220620;"PI";13657;10238;2985;33833;30,3;8,8
"Extremoz";240360;"RN";12491;9622;2560;28936;33,3;8,8
"Bom Jesus De Goiás";520350;"GO";12451;9728;2247;25648;37,9;8,8
"Mirassol D'Oeste";510562;"MT";11468;8884;2449;27937;31,8;8,8
"Quatro Barras";412080;"PR";11416;8778;2096;23911;36,7;8,8
"Nova Alvorada Do Sul";500600;"MS";9262;6543;1969;22430;29,2;8,8
"Prainha";150600;"PA";8166;5530;2636;29846;18,5;8,8
"Ipiranga";411050;"PR";7758;6413;1345;15251;42;8,8
"Messias";270520;"AL";6892;5307;1581;18031;29,4;8,8
"Barra De Santo Antônio";270050;"AL";6023;3362;1418;16068;20,9;8,8
"Satuba";270890;"AL";5357;4013;1224;13936;28,8;8,8
"Areiópolis";350360;"SP";5274;3999;982;11158;35,8;8,8
"Ribeirão Cascalheira";510718;"MT";4847;3833;914;10329;37,1;8,8
"Vicentinópolis";522205;"GO";4222;3279;780;8873;37;8,8
"Santana Do Maranhão";211023;"MA";4031;2844;1187;13547;21;8,8
"Lago Do Junco";210580;"MA";4011;2974;957;10869;27,4;8,8
"Ilha Grande";220465;"PI";3836;2856;833;9457;30,2;8,8
"Belágua";210173;"MA";3105;2441;664;7528;32,4;8,8
"Pedra Bonita";314875;"MG";2817;2134;630;7128;29,9;8,8
"Itanagra";291590;"BA";2678;2114;564;6436;32,8;8,8
"Brejo Grande Do Araguaia";150175;"PA";2505;1840;651;7368;25;8,8
"Jacuípe";270350;"AL";2373;1759;614;7006;25,1;8,8
"Lagoa Do Sítio";220559;"PI";2175;1681;457;5198;32,3;8,8
"Novo Planalto";521525;"GO";2045;1645;400;4544;36,2;8,8
"Americano Do Brasil";520085;"GO";1848;1304;544;6164;21,2;8,8
"Várzea Grande";221140;"PI";1743;1330;385;4386;30,3;8,8
"Imbé De Minas";313055;"MG";1258;644;614;6940;9,3;8,8
"Vila Flor";241500;"RN";1175;875;281;3194;27,4;8,8
"Macapá";160030;"AP";175233;126787;44798;512902;24,7;8,7
"Arujá";350390;"SP";43446;33226;7902;91157;36,4;8,7
"Cajamar";350920;"SP";38958;29630;6747;77934;38;8,7
"Primavera Do Leste";510704;"MT";28093;20943;5453;62983;33,3;8,7
"Paudalho";261060;"PE";24382;19327;4952;56929;33,9;8,7
"Lagoa Da Prata";313720;"MG";23641;18351;4594;52711;34,8;8,7
"Matozinhos";314110;"MG";16423;13056;3306;38151;34,2;8,7
"Aparecida Do Taboado";500100;"MS";13191;9652;2260;26069;37;8,7
"Itaparica";291610;"BA";10002;7033;1939;22337;31,5;8,7
"Buriti Bravo";210230;"MA";9719;7546;2084;23939;31,5;8,7
"Monte Negro";110140;"RO";7579;5879;1392;16007;36,7;8,7
"Luís Antônio";352760;"SP";7357;5215;1326;15292;34,1;8,7
"Mucajaí";140030;"RR";7294;5679;1585;18172;31,3;8,7
"Canelinha";420370;"SC";5131;3816;1075;12398;30,8;8,7
"Palmeirais";220750;"PI";5083;3711;1274;14587;25,4;8,7
"Quixeré";231150;"CE";5017;3079;1938;22293;13,8;8,7
"Serranópolis";522050;"GO";4039;3222;752;8642;37,3;8,7
"Alto Parnaíba";210050;"MA";3827;2854;973;11212;25,5;8,7
"Januário Cicco";240530;"RN";3430;2497;898;10275;24,3;8,7
"Chaval";230390;"CE";3275;2138;1137;13091;16,3;8,7
"Amaporã";410090;"PR";3069;2364;552;6332;37,3;8,7
"Varre-Sai";330615;"RJ";2984;2016;968;11106;18,2;8,7
"Brejolândia";290440;"BA";2957;1986;926;10618;18,7;8,7
"Várzea Branca";221135;"PI";2657;2154;432;4938;43,6;8,7
"Parecis";110145;"RO";2599;2052;537;6198;33,1;8,7
"Pugmil";171845;"TO";1179;943;236;2717;34,7;8,7
"Tupiratins";172130;"TO";961;719;238;2729;26,3;8,7
"Guarulhos";351880;"SP";664616;526096;120128;1392121;37,8;8,6
"Mauá";352940;"SP";210880;169400;41253;477552;35,5;8,6
"Itajaí";420820;"SC";96130;76143;19181;223112;34,1;8,6
"São Pedro Da Aldeia";330520;"RJ";34231;25125;9106;106049;23,7;8,6
"Louveira";352730;"SP";25169;18251;4288;49993;36,5;8,6
"Monte Alegre";150480;"PA";16356;11366;4990;58162;19,5;8,6
"Itaporanga D'Ajuda";280320;"SE";13816;10519;2975;34709;30,3;8,6
"Campo Magro";410425;"PR";13452;10314;2553;29740;34,7;8,6
"Brejo Santo";230250;"CE";11800;7530;4270;49842;15,1;8,6
"São Gonçalo Do Amarante";231240;"CE";11379;7158;4221;48869;14,6;8,6
"Manaquiri";130255;"AM";10724;7881;2843;33049;23,8;8,6
"Buriti";210220;"MA";10173;7611;2486;28798;26,4;8,6
"Pradópolis";354090;"SP";10167;7301;1871;21873;33,4;8,6
"Massapê";230800;"CE";9560;6213;3347;39044;15,9;8,6
"Perdões";314990;"MG";9341;7488;1853;21485;34,9;8,6
"Ubatã";293230;"BA";9122;6787;2335;27263;24,9;8,6
"Amontada";230075;"CE";8896;5130;3766;43829;11,7;8,6
"Carmo Do Cajuru";311420;"MG";8849;6860;1960;22693;30,2;8,6
"Epitaciolândia";120025;"AC";7556;5810;1601;18696;31,1;8,6
"Cabaceiras Do Paraguaçu";290485;"BA";6808;5177;1631;18911;27,4;8,6
"Acrelândia";120001;"AC";6599;5197;1331;15490;33,6;8,6
"Holambra";351905;"SP";6436;4953;1314;15272;32,4;8,6
"Mutuípe";292240;"BA";6304;4373;1926;22282;19,6;8,6
"Aimorés";310110;"MG";5964;3791;2173;25141;15,1;8,6
"Itatira";230660;"CE";5514;3646;1868;21836;16,7;8,6
"Pauini";130350;"AM";5464;3793;1671;19522;19,4;8,6
"Mucambo";230900;"CE";5197;3877;1246;14549;26,6;8,6
"Fortaleza Dos Nogueiras";210410;"MA";4871;3690;1085;12647;29,2;8,6
"Itaipé";313230;"MG";4835;3724;1106;12836;29;8,6
"Campos Altos";311150;"MG";4577;3238;1339;15563;20,8;8,6
"Cabeceiras Do Piauí";220205;"PI";4172;3175;914;10630;29,9;8,6
"Pedras De Maria Da Cruz";314915;"MG";4169;3097;1053;12212;25,4;8,6
"Santa Cruz De Minas";315733;"MG";3487;2702;748;8664;31,2;8,6
"Nossa Senhora Dos Remédios";220680;"PI";3471;2669;754;8723;30,6;8,6
"São Thomé Das Letras";316520;"MG";3251;2534;609;7120;35,6;8,6
"Lamarão";291910;"BA";2911;2209;702;8191;27;8,6
"Santa Luz";220930;"PI";2606;2061;505;5882;35;8,6
"Deputado Irapuan Pinheiro";230426;"CE";2142;1315;827;9662;13,6;8,6
"Guaribas";220455;"PI";1782;1331;391;4568;29,1;8,6
"Riacho Frio";220885;"PI";1492;1121;371;4309;26;8,6
"Carrasco Bonito";170389;"TO";1429;1073;356;4130;26;8,6
"Telha";280730;"SE";1219;941;278;3249;29;8,6
"Betim";310670;"MG";162424;124624;37620;444784;28;8,5
"Boa Vista";140010;"RR";150554;107453;35669;419652;25,6;8,5
"Várzea Grande";510840;"MT";118596;88514;24598;287882;30,7;8,5
"Coruripe";270230;"AL";26063;20667;4878;57294;36,1;8,5
"Tianguá";231340;"CE";25182;18028;6470;76537;23,6;8,5
"Pojuca";292520;"BA";15671;10716;3412;39972;26,8;8,5
"Inhambupe";291370;"BA";14298;10735;3438;40333;26,6;8,5
"Viçosa Do Ceará";231410;"CE";13916;8724;5192;61410;14,2;8,5
"Reserva";412170;"PR";12482;9885;2267;26825;36,8;8,5
"Nerópolis";521450;"GO";12064;9476;2577;30395;31,2;8,5
"Baraúna";240145;"RN";10746;7839;2453;28747;27,3;8,5
"Conde";290860;"BA";9963;7161;2206;26035;27,5;8,5
"Araçariguama";350275;"SP";9501;7106;1947;22860;31,1;8,5
"Madre De Deus";291992;"BA";9301;6785;1819;21432;31,7;8,5
"Fronteira";312700;"MG";7375;5740;1566;18492;31;8,5
"Correntes";260470;"PE";7329;5769;1549;18268;31,6;8,5
"Umburanas";293245;"BA";6886;5159;1643;19402;26,6;8,5
"Papagaios";314690;"MG";6049;4669;1337;15800;29,6;8,5
"Novo Triunfo";292305;"BA";5938;4459;1310;15443;28,9;8,5
"Luiz Alves";421000;"SC";5932;4451;1109;13107;34;8,5
"Pacatuba";280490;"SE";5534;4232;1239;14540;29,1;8,5
"Mauá Da Serra";411575;"PR";4840;3814;922;10800;35,3;8,5
"Brejinho";240180;"RN";4779;3597;1092;12787;28,1;8,5
"Anamã";130008;"AM";4677;3496;1181;13956;25,1;8,5
"Santa Lúcia";354690;"SP";4170;3294;753;8854;37,2;8,5
"Aruanã";520250;"GO";4038;3007;858;10110;29,7;8,5
"Arataca";290225;"BA";4019;3083;936;10961;28,1;8,5
"Icaraí De Minas";313005;"MG";3844;2814;1030;12097;23,3;8,5
"Matias Barbosa";314080;"MG";3818;2578;1239;14548;17,7;8,5
"Coronel Domingos Soares";410645;"PR";2914;2267;637;7518;30,2;8,5
"Boa Hora";220177;"PI";2787;2157;581;6815;31,7;8,5
"Darcinópolis";170650;"TO";2064;1535;523;6174;24,9;8,5
"Bonópolis";520357;"GO";1881;1498;383;4493;33,3;8,5
"Frei Lagonegro";312695;"MG";1573;1246;298;3487;35,7;8,5
"Camaragibe";260345;"PE";54463;41052;13354;158899;25,8;8,4
"Barra Do Piraí";330030;"RJ";36351;27759;8499;100764;27,5;8,4
"Bom Jesus Da Lapa";290390;"BA";26945;21079;5866;69662;30,3;8,4
"Itabaianinha";280300;"SE";17668;13830;3552;42166;32,8;8,4
"Colinas Do Tocantins";170550;"TO";14251;10092;3025;35851;28,1;8,4
"Entre Rios";291050;"BA";13515;10007;3508;41901;23,9;8,4
"Imbituva";411010;"PR";12980;9912;2755;32940;30,1;8,4
"Pindaré-Mirim";210850;"MA";12592;9566;2765;33065;28,9;8,4
"Santa Gertrudes";354670;"SP";12145;9314;2299;27381;34;8,4
"Pedra Branca";231050;"CE";11501;7852;3649;43309;18,1;8,4
"Mãe Do Rio";150405;"PA";10634;7597;2542;30235;25,1;8,4
"Porto Belo";421350;"SC";10136;8145;1833;21932;37,1;8,4
"Aragarças";520170;"GO";10051;8271;1700;20273;40,8;8,4
"São Bernardo";211060;"MA";9906;7402;2403;28667;25,8;8,4
"Ituberá";291730;"BA";9675;7262;2413;28740;25,3;8,4
"Matriz De Camaragibe";270510;"AL";9088;6526;2080;24634;26,5;8,4
"Cocalzinho De Goiás";520551;"GO";9047;7081;1724;20504;34,5;8,4
"Almeirim";150050;"PA";8926;6079;2847;34076;17,8;8,4
"Nova Brasilândia D'Oeste";110014;"RO";8439;6414;1721;20489;31,3;8,4
"Pedra";261080;"PE";8171;6152;1903;22668;27,1;8,4
"Frei Paulo";280230;"SE";7428;6108;1304;15556;39,3;8,4
"Alto Do Rodrigues";240070;"RN";6783;5339;1242;14728;36,3;8,4
"Nova Crixás";521483;"GO";6167;4929;1091;12945;38,1;8,4
"Paraipaba";231025;"CE";6126;3344;2782;32992;10,1;8,4
"General Carneiro";410850;"PR";5816;4553;1143;13685;33,3;8,4
"Igrapiúna";291345;"BA";4998;3900;1098;13091;29,8;8,4
"Ubaporanga";317005;"MG";4661;3615;1046;12493;28,9;8,4
"Matias Olímpio";220610;"PI";4089;3041;921;10958;27,8;8,4
"Saboeiro";231190;"CE";3895;2574;1321;15788;16,3;8,4
"Olho D'Água Do Casado";270580;"AL";3881;2794;795;9441;29,6;8,4
"Pedrinhas";280510;"SE";3789;2942;810;9665;30,4;8,4
"Pitimbu";251190;"PB";3714;2104;1610;19275;10,9;8,4
"Campo Alegre De Goiás";520480;"GO";3237;2587;649;7738;33,4;8,4
"Ubaí";317000;"MG";3181;2121;1055;12599;16,8;8,4
"Araguacema";170190;"TO";2487;1884;603;7155;26,3;8,4
"Guaramiranga";230510;"CE";1923;1493;430;5132;29,1;8,4
"Juazeiro Do Piauí";220551;"PI";1693;1233;460;5485;22,5;8,4
"Bandeirantes Do Tocantins";170305;"TO";1369;1068;301;3592;29,7;8,4
"São José Do Peixe";221010;"PI";1200;884;316;3741;23,6;8,4
"Maricá";330270;"RJ";47814;34167;13647;164504;20,8;8,3
"Barcarena";150130;"PA";46977;30514;10486;127027;24;8,3
"Breves";150180;"PA";35789;25959;8614;103497;25,1;8,3
"Gaspar";420590;"SC";31649;23657;5887;70793;33,4;8,3
"Cabreúva";350840;"SP";23269;18443;4161;50429;36,6;8,3
"Teotônio Vilela";270915;"AL";17366;13561;3678;44372;30,6;8,3
"Atalaia";270040;"AL";15285;11320;3910;47365;23,9;8,3
"Riachão";210950;"MA";9350;7484;1672;20148;37,1;8,3
"Porto Franco";210900;"MA";9114;6945;2007;24092;28,8;8,3
"Carauari";130100;"AM";8535;6175;2360;28508;21,7;8,3
"Anapu";150085;"PA";8409;6045;2364;28607;21,1;8,3
"Indiara";520995;"GO";6477;5166;1311;15787;32,7;8,3
"Salitre";231195;"CE";6278;4849;1385;16635;29,1;8,3
"Passo De Camaragibe";270650;"AL";5643;4357;1270;15258;28,6;8,3
"Pedra Branca Do Amapari";160015;"AP";5202;3790;1412;17067;22,2;8,3
"Terra Santa";150797;"PA";5179;3612;1567;18917;19,1;8,3
"Cidelândia";210325;"MA";5020;3797;1223;14777;25,7;8,3
"São João Do Manhuaçu";316255;"MG";4915;3769;968;11674;32,3;8,3
"Wanderlândia";172208;"TO";4256;2923;978;11734;24,9;8,3
"Ipeúna";352110;"SP";3679;2679;641;7687;34,9;8,3
"Amapá";160010;"AP";3581;2820;761;9187;30,7;8,3
"Ibiaí";312960;"MG";1926;1226;700;8437;14,5;8,3
"Santa Carmem";510724;"MT";1883;1400;379;4563;30,7;8,3
"Gameleiras";312733;"MG";1606;1169;423;5096;22,9;8,3
"Campo Formoso";290600;"BA";30293;24465;5827;71487;34,2;8,2
"São Miguel Dos Campos";270860;"AL";26066;18892;5066;61797;30,6;8,2
"Pimenta Bueno";110018;"RO";16715;12894;3042;36881;35;8,2
"Ouro Preto Do Oeste";110015;"RO";15767;12134;2923;35737;34;8,2
"Buritis";110045;"RO";15441;11402;3304;40356;28,3;8,2
"Ponta De Pedras";150570;"PA";12874;10280;2594;31549;32,6;8,2
"Poço Redondo";280540;"SE";11976;9008;2886;35122;25,6;8,2
"Sarzedo";316553;"MG";11604;8553;2736;33413;25,6;8,2
"Potim";354075;"SP";10642;8556;2063;25130;34;8,2
"Curaçá";290990;"BA";10636;7763;2873;34886;22,3;8,2
"Taquaritinga Do Norte";261500;"PE";10491;8032;2379;29127;27,6;8,2
"Buritirama";290475;"BA";9543;7615;1755;21276;35,8;8,2
"Jenipapo Dos Vieiras";210547;"MA";6218;4803;1357;16596;28,9;8,2
"Arês";240120;"RN";5739;4459;1187;14417;30,9;8,2
"Caapiranga";130083;"AM";5087;3932;1086;13283;29,6;8,2
"Alto Alegre Dos Parecis";110037;"RO";4881;3563;1081;13255;26,9;8,2
"Serra Do Mel";241335;"RN";4787;3662;996;12083;30,3;8,2
"Aveiro";150100;"PA";4573;3228;1345;16404;19,7;8,2
"São João Do Carú";211102;"MA";4573;3166;1300;15787;20,1;8,2
